1301702400,797.11155
1301702460,788.6027167
1301702520,812.7442667
1301702580,809.6586333
1301702640,818.18
1301702700,818.2895
1301702760,806.6993667
1301702820,820.9898167
1301702880,817.8320333
1301702940,808.5771833
1301703000,785.6426667
1301703060,778.0300167
1301703120,776.2920833
1301703180,770.5751333
1301703240,770.19945
1301703300,785.0288333
1301703360,798.6285167
1301703420,803.6575833
1301703480,795.5193167
1301703540,795.0498
1301703600,801.1978667
1301703660,815.2952833
1301703720,820.0148
1301703780,800.7146167
1301703840,793.7276
1301703900,786.90245
1301703960,776.8697667
1301704020,773.1615667
1301704080,762.0453667
1301704140,751.8836167
1301704200,750.7729333
1301704260,747.9868667
1301704320,751.4482333
1301704380,751.78685
1301704440,765.5547667
1301704500,768.9993333
1301704560,757.4912167
1301704620,752.5802833
1301704680,733.2312
1301704740,733.7067
1301704800,728.9942167
1301704860,747.19045
1301704920,738.4049667
1301704980,727.23505
1301705040,751.0099333
1301705100,755.6620167
1301705160,766.5990167
1301705220,756.7660333
1301705280,765.6501833
1301705340,765.7746
1301705400,760.2193
1301705460,769.71745
1301705520,758.5447333
1301705580,756.7136167
1301705640,747.38665
1301705700,753.0703667
1301705760,736.7478667
1301705820,732.69665
1301705880,735.6052
1301705940,716.6893
1301706000,711.8020833
1301706060,707.5405667
1301706120,711.6999333
1301706180,705.61445
1301706240,716.7093
1301706300,728.86215
1301706360,733.3078333
1301706420,735.2369
1301706480,757.6735667
1301706540,767.4345667
1301706600,759.4874
1301706660,765.7521
1301706720,753.8146833
1301706780,741.4858167
1301706840,735.4577333
1301706900,734.1371833
1301706960,713.51835
1301707020,716.1368333
1301707080,719.8287333
1301707140,727.6612833
1301707200,718.3870333
1301707260,731.0757333
1301707320,736.4586
1301707380,718.3145833
1301707440,713.9879167
1301707500,702.9387333
1301707560,718.2629333
1301707620,730.3199
1301707680,725.5249
1301707740,720.4336667
1301707800,724.5234333
1301707860,737.4247
1301707920,729.0811333
1301707980,715.6199167
1301708040,713.9906333
1301708100,705.3009
1301708160,697.7679333
1301708220,693.7544667
1301708280,724.29795
1301708340,730.9723333
1301708400,731.0585833
1301708460,730.4247
1301708520,708.3627167
1301708580,702.3098333
1301708640,700.6907
1301708700,698.96265
1301708760,693.60435
1301708820,696.5605333
1301708880,684.7235667
1301708940,693.9863
1301709000,699.31305
1301709060,706.1241
1301709120,716.3100667
1301709180,723.0842833
1301709240,726.8389
1301709300,723.7703
1301709360,734.4857667
1301709420,728.87745
1301709480,732.5259
1301709540,735.9617
1301709600,743.9745167
1301709660,726.6370167
1301709720,712.0150333
1301709780,708.68065
1301709840,694.3056
1301709900,677.69485
1301709960,690.5592667
1301710020,696.0117167
